projectid;CURRENT.DATE;simulationid;Year;DOY;DATE;DoSow;DevStage;PlantingDOY;EmergenceDATE;EmergenceDOY;AnthesisDate;AnthesisDOY;MilkripenessDate;MilkripenessDOY;MaturityDate;MaturityDOY;HarvestDATE;FertilizeAmount;FertilizeAmount_Nitrogen;Yield_t_ha;Yield_translocated_t_ha;AGBiomass_t_ha;maxLAI;maxSeminal_RootDepth;maxRootDepth;Rain;Radiation;Tmax;Tmin;TRANRF;NNI;PNI;KNI;NPKI;NUptake_SlimN;cropNuptake_kg_ha;cropPuptake_kg_ha;TotalUptakeP;CumulatedFertilizerP;TotalCropAvailWaterContent_Sum;TotalCropAvailWaterContent_Avg;inputChemN_kg_ha;PLeaching;CumulatedSeepN;NitrateLossSeepage;CumulatedMineralizedP;WSEEP_SUM;ActualTranspiration;ActualEvapotranspiration;PotentialEvapotranspiration;ReferenceEvapotranspiration
49651;30.07.1989;49651_00__1;1989;211;30.07.1989;false;2.009490;271;01.10.1988;275;01.07.1989;182;NULL;NULL;30.07.1989;211;30.07.1989;13.493492;12.045754;2.750522;7.448673;19.621543;4.406053;1.800000;1.800000;329.300000;4013.537000;14.477247;5.880899;0.780160;0.898094;0.988764;0.988764;0.898094;2.626646355573057;206.223488;43.383779;4.369618;0.428378;2249.774267;6.319591;120.457540;2.708286;0.000008;0.000000;-21.082995;61.199272;422.016964;498.169274;684.477014;694.454722
49651;28.07.1990;49651_00__1;1990;209;28.07.1990;false;2.000040;271;03.10.1989;276;27.06.1990;178;NULL;NULL;28.07.1990;209;28.07.1990;13.493492;12.045754;5.928862;11.002435;24.091059;4.974024;1.800000;1.800000;498.700000;4134.169000;14.821212;6.314601;0.806584;0.897606;0.986226;0.986226;0.897606;4.537060429213563;232.873148;45.724057;4.572406;0.428378;3255.633004;8.968686;120.457540;6.233561;0.070011;0.000000;-17.628987;141.000478;498.788141;579.323789;699.772640;714.442550
49651;18.08.1991;49651_00__1;1991;230;18.08.1991;false;2.030280;271;03.10.1990;276;20.07.1991;201;NULL;NULL;18.08.1991;230;18.08.1991;13.493492;12.045754;5.353649;10.519616;23.850844;4.751353;1.800000;1.800000;596.800000;4418.990000;14.060104;5.348705;0.819348;0.893550;0.987047;0.985836;0.892376;4.323556845446977;235.783202;46.615484;4.661548;0.428378;3403.431195;8.817179;120.457540;4.988252;0.013621;0.000000;-18.163838;113.353512;545.301062;642.980533;759.251193;760.029507
49651;03.08.1992;49651_00__1;1992;216;03.08.1992;false;2.024160;271;03.10.1991;276;06.07.1992;188;NULL;NULL;03.08.1992;216;03.08.1992;13.493492;12.045754;3.978398;8.212447;19.210704;4.826398;1.800000;1.800000;404.100000;3987.194000;14.730769;5.033618;0.820709;0.913823;0.985755;0.985755;0.913823;2.236273225809847;196.705970;42.138653;4.661548;0.428378;2517.054309;7.171095;120.457540;5.308882;0.030504;0.000000;-19.446558;119.568557;451.289672;521.122771;695.589391;702.975288
49651;14.08.1993;49651_00__1;1993;226;14.08.1993;false;2.010300;271;02.10.1992;276;13.07.1993;194;NULL;NULL;14.08.1993;226;14.08.1993;13.493492;12.045754;5.280114;10.606748;24.362832;4.639880;1.800000;1.800000;697.700000;4177.471000;14.269149;5.295213;0.840035;0.893816;0.986702;0.983998;0.891143;4.15074955433839;240.938160;47.636485;4.763648;0.428378;2270.990371;6.039868;120.457540;6.980904;0.226703;0.000000;-16.766246;158.301327;531.754142;618.896913;720.886717;723.426697
49651;07.08.1994;49651_00__1;1994;219;07.08.1994;false;2.038920;271;04.10.1993;277;14.07.1994;195;NULL;NULL;07.08.1994;219;07.08.1994;13.493492;12.045754;3.605965;8.681009;21.998583;4.335865;1.800000;1.800000;595.100000;3889.220000;13.720112;5.158101;0.819759;0.889096;0.983240;0.983199;0.889054;4.38786667494906;226.695905;45.372446;4.763648;0.428378;2441.028228;6.818515;120.457540;10.082520;1.592347;0.000000;-16.758402;229.838285;482.575447;559.653376;688.468912;681.253334
49651;07.08.1995;49651_00__1;1995;219;07.08.1995;false;2.039280;271;04.10.1994;277;12.07.1995;193;NULL;NULL;07.08.1995;219;07.08.1995;13.493492;12.045754;5.500001;10.597598;23.819776;4.657529;1.800000;1.800000;630.500000;4054.107000;14.292877;5.584110;0.820559;0.898204;0.983562;0.983562;0.898204;4.667036055473242;227.481626;45.617805;4.561780;0.428378;2802.366074;7.677715;120.457540;5.310501;0.027895;0.000000;-18.782183;119.405840;515.125435;606.499638;704.778607;699.913375
49651;04.09.1996;49651_00__1;1996;248;04.09.1996;false;2.026950;271;05.10.1995;278;05.08.1996;218;NULL;NULL;04.09.1996;248;04.09.1996;13.493492;12.045754;2.753104;8.230027;22.396645;5.377046;1.800000;1.800000;428.200000;4336.277000;13.081218;4.065736;0.800654;0.913373;0.982234;0.965160;0.907556;4.39338852150741;250.256744;52.701753;5.270175;0.428378;2885.365332;7.323262;120.457540;2.032018;0.000000;0.000000;-20.616232;45.503358;481.044449;555.084098;734.067717;734.205203
49651;12.08.1997;49651_00__1;1997;224;12.08.1997;false;2.000310;271;02.10.1996;276;15.07.1997;196;NULL;NULL;12.08.1997;224;12.08.1997;13.493492;12.045754;4.718416;9.521904;22.004059;4.898980;1.800000;1.800000;413.800000;3660.667000;12.916082;3.928070;0.894826;0.908132;0.985380;0.985380;0.908132;3.6709337707873257;218.455642;45.411355;5.270175;0.428378;2727.548703;7.975289;120.457540;3.426300;0.000205;0.000000;-19.333516;77.087000;506.150147;560.119828;630.447148;614.053215
49651;02.08.1998;49651_00__1;1998;214;02.08.1998;false;2.003010;271;03.10.1997;276;02.07.1998;183;NULL;NULL;02.08.1998;214;02.08.1998;13.493492;12.045754;5.790396;10.646724;23.197860;4.864920;1.800000;1.800000;444.800000;3743.908000;14.635493;5.706479;0.850977;0.903717;0.985915;0.985915;0.903717;4.482095338212361;228.279223;44.173388;4.541136;0.428378;2664.447545;7.505486;120.457540;5.200423;0.019441;0.000000;-17.617307;118.507166;488.373618;554.616471;647.865479;652.906104
49651;07.08.1999;49651_00__1;1999;219;07.08.1999;false;2.013630;271;04.10.1998;277;11.07.1999;192;NULL;NULL;07.08.1999;219;07.08.1999;13.493492;12.045754;3.137084;8.360908;21.894194;4.748391;1.800000;1.800000;556.300000;4054.883000;14.220000;5.509730;0.783721;0.900678;0.983784;0.980908;0.899080;4.542895480738383;232.239274;48.117636;4.811764;0.428378;2598.952274;7.024195;120.457540;8.770845;0.917535;0.000000;-14.997890;201.471693;467.741957;545.068824;714.165966;711.338531
49651;31.07.2000;49651_00__1;2000;213;31.07.2000;false;2.022810;271;02.10.1999;275;27.06.2000;179;NULL;NULL;31.07.2000;213;31.07.2000;13.493492;12.045754;3.594355;8.585910;21.540260;4.758851;1.800000;1.800000;489.000000;3794.893000;14.881058;5.940947;0.805719;0.915664;0.988858;0.988790;0.915596;4.594797053954802;228.258085;45.425509;4.811764;0.428378;2781.733279;7.748561;120.457540;6.646294;0.131491;0.000000;-18.692220;149.282760;460.487082;543.161492;666.958183;668.321326
49651;05.08.2001;49651_00__1;2001;217;05.08.2001;false;2.009490;271;01.10.2000;275;08.07.2001;189;NULL;NULL;05.08.2001;217;05.08.2001;13.493492;12.045754;5.521701;10.770845;24.339925;5.039439;1.800000;1.800000;522.100000;4055.902000;14.382703;5.763243;0.821232;0.909574;0.989189;0.988167;0.908552;4.398878449038186;240.493943;47.701950;4.770195;0.428378;3649.827758;9.864399;120.457540;5.351613;0.020143;0.000000;-19.501413;120.289060;507.996789;598.510622;700.364983;702.214794
49651;31.07.2002;49651_00__1;2002;212;31.07.2002;false;2.012640;271;03.10.2001;276;01.07.2002;182;NULL;NULL;31.07.2002;212;31.07.2002;13.493492;12.045754;5.372805;10.265727;22.909670;4.929236;1.800000;1.800000;672.400000;3647.658000;14.115833;6.233056;0.836111;0.909474;0.986111;0.986111;0.909474;3.8117814280875493;231.329486;44.602479;4.770195;0.428378;4189.980587;11.638835;120.457540;6.447502;0.099597;0.000000;-17.978892;145.333559;486.670899;562.986931;638.768548;636.099387
49651;10.08.2003;49651_00__1;2003;222;10.08.2003;false;2.005260;271;04.10.2002;277;17.07.2003;198;NULL;NULL;10.08.2003;222;10.08.2003;13.493492;12.045754;1.744865;6.463026;18.650291;4.436790;1.800000;1.800000;673.800000;4502.028000;14.544267;5.142667;0.750617;0.904163;0.984000;0.982744;0.904163;4.04181710431399;212.108918;45.349899;4.534990;0.428378;1811.699101;4.831198;120.457540;10.052296;1.413158;0.000000;-14.085614;230.673535;436.423916;545.383793;776.224179;803.998298
49651;18.08.2004;49651_00__1;2004;231;18.08.2004;false;2.036310;271;04.10.2003;277;21.07.2004;203;NULL;NULL;18.08.2004;231;18.08.2004;13.493492;12.045754;5.180360;10.556725;24.435432;4.522697;1.800000;1.800000;539.200000;4184.772000;14.191444;5.091711;0.835936;0.881095;0.983957;0.979775;0.878118;4.658081635240538;242.067107;48.449992;4.844999;0.428378;2297.614792;6.143355;120.457540;6.732311;0.192151;0.000000;-16.756925;153.139202;510.343876;585.142118;713.791364;715.204440
49651;14.08.2005;49651_00__1;2005;226;14.08.2005;false;2.020470;271;03.10.2004;277;13.07.2005;194;NULL;NULL;14.08.2005;226;14.08.2005;13.493492;12.045754;5.312414;10.643381;24.432529;4.691398;1.800000;1.800000;627.200000;3970.032000;13.765928;4.990859;0.869820;0.882815;0.983380;0.979517;0.879981;4.059750524926562;243.732648;48.018114;4.844999;0.428378;3261.901251;9.035738;120.457540;5.955411;0.072793;0.000000;-17.750645;135.195098;540.117368;615.844776;679.602013;672.348370
49651;12.08.2006;49651_00__1;2006;224;12.08.2006;false;2.007690;271;04.10.2005;277;17.07.2006;198;NULL;NULL;12.08.2006;224;12.08.2006;13.493492;12.045754;3.006158;8.633765;23.383122;4.682662;1.800000;1.800000;548.300000;4263.684000;14.038292;4.651515;0.823817;0.891243;0.983471;0.968363;0.883621;4.840488543803503;251.300564;52.653821;5.265382;0.428378;4193.425827;11.552137;120.457540;6.842253;0.184283;0.000000;-17.827640;154.782293;528.536756;602.770267;749.230521;750.371007
49651;08.07.2007;49651_00__1;2007;189;08.07.2007;false;2.025510;271;02.10.2006;275;08.06.2007;159;NULL;NULL;08.07.2007;189;08.07.2007;13.493492;12.045754;5.618954;9.964800;21.170381;4.455584;1.800000;1.800000;680.500000;3519.825000;15.681212;6.633333;0.845455;0.898982;0.987879;0.987879;0.898982;4.006618790042109;205.555780;39.298740;5.265382;0.428378;4175.527799;12.653115;120.457540;8.165893;0.222016;0.000000;-19.054206;184.140302;468.943220;546.365309;612.058285;615.830968
49651;03.08.2008;49651_00__1;2008;216;03.08.2008;false;2.029470;271;03.10.2007;276;05.07.2008;187;NULL;NULL;03.08.2008;216;03.08.2008;13.493492;12.045754;4.518533;9.739375;23.232265;4.755284;1.800000;1.800000;772.800000;4609.677000;15.141837;6.300765;0.752804;0.903911;0.987245;0.985677;0.902781;4.3214452149548634;232.828501;47.983235;4.798324;0.428378;2320.171682;5.918805;120.457540;13.368486;0.725286;0.000000;-16.946610;298.056427;494.681344;627.813298;802.520474;821.345091
49651;09.08.2009;49651_00__1;2009;221;09.08.2009;false;2.006790;271;03.10.2008;277;12.07.2009;193;NULL;NULL;09.08.2009;221;09.08.2009;13.493492;12.045754;4.717298;10.287710;24.730024;4.848011;1.800000;1.800000;553.600000;4122.446000;14.155795;5.267116;0.807974;0.890108;0.983827;0.970196;0.884845;4.243541203017962;249.091927;51.005060;5.100506;0.428378;2754.373563;7.424188;120.457540;6.526108;0.150408;0.000000;-16.725575;147.844331;508.368794;598.637101;718.275722;715.121143
49651;16.08.2010;49651_00__1;2010;228;16.08.2010;false;2.034690;271;04.10.2009;277;18.07.2010;199;NULL;NULL;16.08.2010;228;16.08.2010;13.493492;12.045754;4.300846;9.629564;23.410606;4.923094;1.800000;1.800000;660.400000;4148.618000;13.801613;4.740054;0.833478;0.895778;0.983871;0.978163;0.893402;3.2414589916702794;240.526431;48.499773;5.100506;0.428378;3259.462723;8.761997;120.457540;9.939543;1.834572;0.000000;-13.652342;227.396405;532.226679;612.838732;729.331161;726.105238
49651;13.08.2011;49651_00__1;2011;225;13.08.2011;false;2.031900;271;05.10.2010;278;12.07.2011;193;NULL;NULL;13.08.2011;225;13.08.2011;13.493492;12.045754;4.740454;9.941363;23.365257;4.762323;1.800000;1.800000;782.600000;4061.424000;13.466851;4.613536;0.841200;0.877729;0.980663;0.978247;0.877109;4.570678418530667;238.251835;48.523791;4.852379;0.428378;2549.857669;7.043806;120.457540;6.828131;0.184140;0.000000;-17.130684;155.197966;510.495045;597.557176;697.901681;693.332780
49651;03.08.2012;49651_00__1;2012;216;03.08.2012;false;2.040810;271;02.10.2011;275;04.07.2012;186;NULL;NULL;03.08.2012;216;03.08.2012;13.493492;12.045754;5.301300;10.230297;22.953027;4.888529;1.800000;1.800000;517.700000;3907.067000;14.334831;5.187360;0.852905;0.907521;0.988764;0.988764;0.907521;4.566657422270847;224.755087;44.970309;4.852379;0.428378;2444.528159;6.866652;120.457540;5.230646;0.027402;0.000000;-18.943277;118.803591;504.045914;584.520691;669.267463;668.803879
49651;16.08.2013;49651_00__1;2013;228;16.08.2013;false;2.010390;271;02.10.2012;276;21.07.2013;202;NULL;NULL;16.08.2013;228;16.08.2013;13.493492;12.045754;5.435612;10.891315;25.044773;4.562023;1.800000;1.800000;609.200000;4258.324000;13.830423;5.080688;0.841002;0.894117;0.986772;0.980798;0.889944;4.465638489274431;246.072552;49.074814;4.907481;0.428378;3771.662147;9.977942;120.457540;7.198156;0.309727;0.000000;-17.249512;162.839072;551.920491;635.964994;736.075282;743.627763
49651;23.07.2014;49651_00__1;2014;204;23.07.2014;false;2.002920;271;06.10.2013;279;25.06.2014;176;NULL;NULL;23.07.2014;204;23.07.2014;13.493492;12.045754;6.026512;10.979242;23.802142;4.904641;1.800000;1.800000;548.900000;3628.084000;14.662463;5.587977;0.850440;0.901896;0.976540;0.976540;0.901896;4.6759815046619275;230.497557;44.716491;4.907481;0.428378;2967.049176;8.701024;120.457540;6.382774;0.111882;0.000000;-16.465834;145.531313;504.633954;566.667963;631.801583;626.195574
49651;02.08.2015;49651_00__1;2015;214;02.08.2015;false;2.020740;271;02.10.2014;275;04.07.2015;185;NULL;NULL;02.08.2015;214;02.08.2015;13.493492;12.045754;4.215121;8.807518;20.693255;4.381182;1.800000;1.800000;525.700000;4247.075000;15.127733;6.074933;0.782277;0.905463;0.989333;0.989333;0.905463;4.58861691127317;203.972431;41.639375;4.471649;0.428378;2891.418328;7.710449;120.457540;3.674228;0.000464;0.000000;-22.527334;82.947302;469.647178;576.893339;727.433885;737.587842
49651;25.07.2016;49651_00__1;2016;207;25.07.2016;false;2.007330;271;04.10.2015;277;26.06.2016;178;NULL;NULL;25.07.2016;207;25.07.2016;13.493492;12.045754;5.617296;10.306241;22.443993;4.839464;1.800000;1.800000;583.900000;4016.580000;15.197486;6.060335;0.809129;0.908226;0.983240;0.983240;0.908226;4.239415944545869;218.631228;42.279812;4.227981;0.428378;2615.017239;7.304517;120.457540;6.935982;0.206670;0.000000;-16.069410;157.283659;489.035245;575.828909;707.366007;710.808461
49651;06.08.2017;49651_00__1;2017;218;06.08.2017;false;2.003460;271;01.10.2016;275;09.07.2017;190;NULL;NULL;06.08.2017;218;06.08.2017;13.493492;12.045754;5.542380;10.729869;24.127259;5.127664;1.800000;1.800000;567.400000;4213.167000;15.017241;5.916976;0.819398;0.915628;0.989390;0.987700;0.914270;4.62927001092943;241.615039;47.256046;4.725605;0.428378;2695.153960;7.148949;120.457540;4.866602;0.014844;0.000000;-18.306656;108.876094;529.343671;614.458023;736.295608;749.419318
49651;23.07.2018;49651_00__1;2018;204;23.07.2018;false;2.025600;271;02.10.2017;275;24.06.2018;175;NULL;NULL;23.07.2018;204;23.07.2018;13.493492;12.045754;2.020945;6.586179;18.408856;4.884560;1.800000;1.800000;431.600000;4023.175000;14.907407;5.680342;0.752922;0.932456;0.988604;0.988604;0.932456;4.082283425091668;209.604230;44.517950;4.725605;0.428378;2497.875942;7.116456;120.457540;7.104423;0.273468;0.000000;-16.652381;161.180633;403.014641;483.644251;706.360656;710.458255
49651;23.07.2019;49651_00__1;2019;204;23.07.2019;false;2.021640;271;05.10.2018;278;24.06.2019;175;NULL;NULL;23.07.2019;204;23.07.2019;13.493492;12.045754;2.603943;7.010537;18.624069;4.493484;1.800000;1.800000;377.000000;4409.500000;16.562466;6.317808;0.738862;0.914923;0.980822;0.980822;0.914923;4.4445513557079135;197.359411;41.192450;4.451795;0.428378;2546.150619;6.975755;120.457540;3.762541;0.000658;0.000000;-21.370358;84.871638;428.955755;511.856934;771.782379;809.289623
49651;24.07.2020;49651_00__1;2020;206;24.07.2020;false;2.027940;271;03.10.2019;276;23.06.2020;175;NULL;NULL;24.07.2020;206;24.07.2020;13.493492;12.045754;4.446876;9.284024;21.830888;4.876964;1.800000;1.800000;469.000000;4297.422000;16.096458;6.332153;0.768930;0.907358;0.986376;0.986376;0.907358;4.9379419326902765;222.544094;44.304369;4.430437;0.428378;2818.367538;7.679476;120.457540;6.546440;0.122424;0.000000;-17.761871;150.243214;465.866183;545.670608;735.835897;755.216670
49651;02.08.2021;49651_00__1;2021;214;02.08.2021;false;2.011470;271;02.10.2020;276;06.07.2021;187;NULL;NULL;02.08.2021;214;02.08.2021;13.493492;12.045754;5.317786;10.096106;22.436945;4.667111;1.800000;1.800000;520.200000;4242.142000;15.370856;5.867647;0.807392;0.904501;0.986631;0.986631;0.904501;4.429150917058033;220.419797;43.169972;4.430437;0.428378;3040.505604;8.129694;120.457540;4.268897;0.003015;0.000000;-19.801284;95.814441;519.129383;606.568252;742.736163;759.046260
49651;08.07.2022;49651_00__1;2022;189;08.07.2022;false;2.040090;271;03.10.2021;276;10.06.2022;161;NULL;NULL;08.07.2022;189;08.07.2022;13.493492;12.045754;2.251898;6.595716;17.968453;4.733371;1.800000;1.800000;418.200000;3707.256000;16.302941;6.145588;0.750275;0.931950;0.985294;0.985294;0.931950;4.411122736636259;198.568594;41.039921;4.316997;0.428378;2182.943903;6.420423;120.457540;5.498113;0.034048;0.000000;-17.931302;124.234658;380.096743;476.833414;662.896381;669.383133
